scenario_id,success,out_of_road
344,0.955038239746804,0.9622621293232014
345,0.9777403599179171,0.9777403599179171
346,0.9542766858672849,0.9553549415673895
347,0.9503296513692908,0.9624962108091024
348,0.9534614181998066,0.9600017615515448
349,0.9501988691457727,0.9540489509559223
350,0.9507144763373164,0.9547157860030044
351,0.9669104402482249,0.9570245320989734
352,0.9650097536975242,0.9649881214410326
353,0.9506814316796454,0.958922031997837
354,0.9726426347360395,0.40499887924743955
355,0.9826082429236417,0.9826082429236417
356,0.9540136944654346,0.697127712124575
357,0.9563773759350606,0.7282546362282092
358,0.9565785226857909,0.9585185052790502
359,0.9582657238773215,0.9505093324915768
360,0.9529989293336597,0.8988058849055094
361,0.9657532072397468,0.9689168781524394
362,0.9584346672910214,0.9584346672910214
363,0.9633175753961559,0.9633175753961559
364,0.9517800337200066,0.9517800337200066
365,0.9767375220360756,0.9767375130022495
366,-1.0,-1.0
367,0.970968784780053,0.970968784780053
368,0.9675712536990081,0.9606918862757841
369,0.9516070448325648,0.9516070448325648
370,0.9567370666807941,0.781607340899445
371,0.9559350214909774,0.6555344582508966
372,0.9598261103370994,0.9598200314150925
373,0.973154073219779,0.9697052587189714
374,0.5815844608019881,0.9606482352249439
375,0.9686350135447844,0.9683445652090814
376,0.9564566706056365,0.9564566706056365
377,0.9529672466172491,0.8653791725008447
378,0.9747057038976121,0.9549293254196531
379,0.953389372394756,0.9502917450098515
380,0.9536313198625473,0.9551956635148465
381,0.9565725368360919,0.9514966601019148
382,0.9507928578080543,0.9656973971160915
383,0.9560552503264105,0.9560552503264105
384,0.9663390496297836,0.9918945369212088
385,0.9538768270359879,0.9538768270359879
386,0.9516248585720841,0.4270267669734858
387,0.957935714759352,0.9821348855841101
388,0.9513262609946517,0.7311776931416938
389,0.9585526674423869,0.9517334661331545
390,0.9598114216604265,0.9598114216604265
391,0.955358068595813,0.44676018077678914
392,0.9539417020457842,0.9624192017316611
393,0.9548740975766395,0.9548740975766395
394,0.956084432227252,0.956084432227252
395,0.985988717948963,0.985986243414979
396,0.9566823039191645,0.9503972918535312
397,0.9512864699915045,0.956602267293938
398,0.9691760823357484,0.9691760823357484
399,0.9525790680556881,0.9525790680556881
